customer_message,brand_response,human_intent,human_handling,human_notes,predicted_intent,handling_decision,handling_reason
@AmazonHelp Received email inviting me to buy from Amazon seller for £200 extra! No certain delivery date and stock issues are cited. Ordered in August!,@430841 Apologies for any disappointment. We'll be in touch with info as soon as possible. ^TS,delivery_date_confusion,auto_handle,,delivery_date_confusion,auto_handle,Common low-risk support question suitable for an initial automated response
Hey @115821 @AmazonHelp U &amp; whoever Gretchen Stoecker is need to get it together &amp; give me MY BACKPACK!! It’s a week past it’s delivery date,@777437 I'm sorry you haven't received your backpack! Have you sent an e-mail to the seller yet: https://t.co/C3lZn95sfM ? ^DD,delivery_date_confusion,auto_handle,,delivery_date_confusion,auto_handle,Common low-risk support question suitable for an initial automated response
"@115821 how long does it take to get refunded on a canceled order cause i got charged. I made the wrong item purchase, bleh.",@400034 I'm sorry you haven't received your refund! Have you reached out to our Customer Support team: https://t.co/hApLpMlfHN? ^ME,refund_cancellation,escalate,,refund_cancellation,escalate,Message contains sensitive or account-related keyword: 'refund'
@AmazonHelp Was dropping it off at a post office but I put the wrong postcode in !,@359360 Did you already drop off your return or do you still have the parcel?^DO,general_feedback,auto_handle,,general_feedback,auto_handle,Common low-risk support question suitable for an initial automated response
1/If I sign up directly with Britbox can I use those credentials with @amazonhelp Prime Video's Britbox content?,@189554 Great question! You won't be able to use the credentials on Amazon due to it being two separate services. ^AB,digital_content_support,escalate,,digital_content_support,escalate,digital_content_support may require account verification or detailed troubleshooting
@AmazonHelp Oui le message envoyé par SMS ou il y a un numéro,"@222203 Oui tout à fait, il suffit juste s’inscrire au service Alertes SMS via la page suivante : https://t.co/26GKFk6cVE ^SB",general_feedback,auto_handle,,general_feedback,auto_handle,Common low-risk support question suitable for an initial automated response
"@116090 Hi! Just curious as to why my prime orders are showing a delivery date of Monday, Dec. 4th when I ordered them last night? Why aren't they arriving this week? Is it because of black friday/cyber monday?","@800859 Thanks for reaching out to us! With Black Friday and Cyber Monday, our fulfillment centers are working hard to get items out as quickly as possible.  Check out this Help page for more insight about Prime shipping, https://t.co/gAsvs93INs. ^AV",delivery_date_confusion,auto_handle,,delivery_date_confusion,auto_handle,Common low-risk support question suitable for an initial automated response
"@115850 @AmazonHelp Come on guys, how could you do this to your staunch customer? A product I wanted to buy never got dispatched and I've been charged nevertheless. Could you provide relief to a poor guy like me? 😫😥😢",@820898 I'm sorry for the trouble caused due to this order. Please get in touch with our support team here: https://t.co/2t6DQoUmNZ for further assistance on it. ^RW,prime_membership_billing,escalate,,prime_membership_billing,escalate,Message contains sensitive or account-related keyword: 'charged'
俺のAmazonプライムはクレしん映画と孤独のグルメ再生機となってる,@281474 |ω・).｡o(プライム・ビデオをご利用いただき、ありがとうございます！✨) YM,general_feedback,auto_handle,,general_feedback,auto_handle,Common low-risk support question suitable for an initial automated response
"I request for return and replacement it's done but from amazon someone say your pincode can't come to collect.
Pincode: 392240
If amazon give permission to change return address.
@AmazonHelp",@788678 I understand you want to change the return pick up address. Please connect with our support team here: https://t.co/vlvfJr4nN9 and we'll assist you further. ^KH,product_replacement,escalate,,product_replacement,escalate,product_replacement may require account verification or detailed troubleshooting
@AmazonHelp It knows I am in Kozhikode but it thinks Kozhikode is in Kansas and gives me the weather info of Kansas instead of Kozhikode. Is there any other question I can ask Alexa to make her tell or indicate where I am?,"@441736 I understand your concern. In that case, please contact our support team here: https://t.co/HQhpS2qeEd. ^MN",technical_device_issue,escalate,,technical_device_issue,escalate,technical_device_issue may require account verification or detailed troubleshooting
@115850 I have created return request a month ago for below order id and called and scheduled pickup 4 times but no response from you. Highly disappointed. Not expected from you https://t.co/pi1y6P5hOW,"@754807 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.  2/2 ^RI",technical_device_issue,escalate,,technical_device_issue,escalate,technical_device_issue may require account verification or detailed troubleshooting
@AmazonHelp Just spoke to CS and it's all sorted now. Courier company is shocking anyone xouks have stolen  the rest of my parcels....,@229713 Thanks for letting us know alls sorted! Please don't hesitate to contact us again if there's anything we can do to help. ^CS,delivery_issue,auto_handle,,delivery_issue,auto_handle,Common low-risk support question suitable for an initial automated response
@AmazonHelp Already provided even wrote to @115851 and @115850 but no use hopeless,"@158494 If you've shared your details with us, you can check for our response here : https://t.co/DTSNmGldJf. Do keep us posted. ^CB",general_feedback,auto_handle,,general_feedback,auto_handle,Common low-risk support question suitable for an initial automated response
Hi @115830 - emailed twice about a missing parcel and no response. Never showed up and I have to wait over ten days for a replacement which should have arrived on 18th Nov.,"@283017 Bethan, I am so sorry for your experience. Please give us a call or chat with us so that we can take a look at your options here: https://t.co/JzP7hlA23B ^VF",product_replacement,escalate,,product_replacement,escalate,product_replacement may require account verification or detailed troubleshooting
@AmazonHelp Amazon music not streaming properly through sonos. But only one of three enabled devices. Have disabled devices from app and forgotten devices from website. Reset the echo. Still not streaming  and then saying echo streaming when not.,"@743829 Thanks for the information! We would like to look into the issue you're running into a bit more. If you could contact us here: https://t.co/JzP7hlRCV9 via the phone or chat, we'd be happy to help! ^TE",technical_device_issue,escalate,,technical_device_issue,escalate,technical_device_issue may require account verification or detailed troubleshooting
Hi @115850  can I exchange my 1 year old kindle oasis for the new one?,@180809 Kindly contact our team here: https://t.co/tc3VJIYzxn and we'll help you. ^GK,digital_content_support,escalate,,digital_content_support,escalate,digital_content_support may require account verification or detailed troubleshooting
Merci @120533 pour cette nouvelle #KindleOasis je l’adore 😍😍 #addict,@749122 Tout est fait pour apaiser vos moments de lecture 😌 Vous êtes sur quel ouvrage en ce moment 🤔 ?! ^MH,digital_content_support,escalate,,digital_content_support,escalate,digital_content_support may require account verification or detailed troubleshooting
@AmazonHelp Hi - yeah I ordered it yesterday on Prime and the delivery date says today. https://t.co/OR1HH1BiB2,"@256947 It could be out for delivery later. You can nominate a neighbour or indicate a safe place for delivery if you won't be in, for more info: https://t.co/ZaQ75Xvfz9 ^BD",delivery_date_confusion,auto_handle,,delivery_date_confusion,auto_handle,Common low-risk support question suitable for an initial automated response
#Amazon I have purchased few products on 21 Sept Which are  not yet delivered to me ever after crossing 10 days of expected delivery date.,@169209 reach out to our support team here:https://t.co/vlvfJr4nN9 and we'll help you right away. 2/2^EM,delivery_date_confusion,auto_handle,Manual review: keyword baseline predicted delivery_issue; primary issue interpreted as delivery_date_confusion.,delivery_issue,auto_handle,Common low-risk support question suitable for an initial automated response
"@115821 You send faulty products, then send replacements and expect customers to arrange their own carrier for return. #Badcustomerservice",@705754 I'm sorry for this issue. Did you have a chance to look over our Returns Costs &amp; Methods: https://t.co/tIQd7OrSG7? ^DO,product_replacement,escalate,,product_replacement,escalate,product_replacement may require account verification or detailed troubleshooting
@AmazonHelp So please issue the refund of price difference,"@297523 I do understand your concern. However, I'm sorry we do not offer a price match. Appreciate your understanding. ^EM",refund_cancellation,escalate,,refund_cancellation,escalate,Message contains sensitive or account-related keyword: 'refund'
@119625 Their is only 2 episodes of laakho mein ek.. When you will upload all episode??,@318322 Where we highlight the latest movies and TV shows we have available.(2/2)^MN,digital_content_support,escalate,,digital_content_support,escalate,digital_content_support may require account verification or detailed troubleshooting
@115850 totally shit service. offer seen on main page first not applied and now your guys ask for proof for your fraud #Amazonfail,@191151 We've responded to your query here: https://t.co/UhG0gDKYNV. Kindly check. ^PS,technical_device_issue,escalate,,technical_device_issue,escalate,technical_device_issue may require account verification or detailed troubleshooting
@AmazonHelp cashback for the recharge haven't yet received.,"@822357 Sorry to know about that. Please call us here: https://t.co/TK4yevTaND, we'll check it  for you. ^NR",prime_membership_billing,escalate,,prime_membership_billing,escalate,Message contains sensitive or account-related keyword: 'charge'
@AmazonHelp Box left out on wet grass and book is water damaged. Please can we arrange a replacement. https://t.co/le2cMXxy1o,"@552389 Oh no, I'm sorry you received your book in this condition! Please contact our support team using this link so we can review return/replacement options with you: https://t.co/JzP7hlA23B ^WM",product_replacement,escalate,,product_replacement,escalate,product_replacement may require account verification or detailed troubleshooting
"@AmazonHelp membership,hell of a slow delivery,Prime membership I guess is of not much use if you are taking this much of time","@348604 Apologies for any trouble. However, orders are delivered as per the estimated delivery date, we request you to wait.^RS",prime_membership_billing,escalate,,prime_membership_billing,escalate,Message contains high-risk support phrase: 'slow delivery'
"@AmazonHelp Nope, there haven’t been any updates on the tracking since Monday at 5pm","@268682 Thanks for letting us know. We still expect the delivery to be made. If you don't receive it by Sunday, please have us call you via: https://t.co/hApLpMlfHN ^MG",delivery_issue,auto_handle,,delivery_issue,auto_handle,Common low-risk support question suitable for an initial automated response
"@AmazonHelp I have tried these steps but I couldn't find invoice option there.
Can you please send me invoice through mail if I send you my Amazon account details.","@734907 Unfortunately, we wouldn't be able to access your account/order info here. Kindly reach us via https://t.co/CNHA4voaWH and we'll help you. ^VM",account_order_privacy,escalate,,account_order_privacy,escalate,Message contains sensitive or account-related keyword: 'account'
"@AmazonHelp I just did, because this is a frequent issue. Almost every single book preorder I place, I can expect days if not a week after its release, sometimes up to a month. As a reviewer, I'm always happy to read things last...",@804879 So what did our collegues from the customer service recommend you? ^BB,technical_device_issue,escalate,,technical_device_issue,escalate,technical_device_issue may require account verification or detailed troubleshooting
@AmazonHelp That’s cause I keep hoping you will note down my order number &amp; resolve the issue &amp; not send me links to forms that I have to fill out,"@609244 Due to security reasons, we'll not be able to access your order from here. Please reach out to us from the above link. ^HN",account_order_privacy,escalate,,account_order_privacy,escalate,Message contains sensitive or account-related keyword: 'order number'
"@AmazonHelp Seems to be working now, without having cleared the cache. The issue was in both the app and the site, so caching wasn’t the issue. Thanks.",@272881 Glad everything is working properly. Thank you so much for keeping us posted. ^CO,technical_device_issue,escalate,,technical_device_issue,escalate,technical_device_issue may require account verification or detailed troubleshooting
@115850 are you gone mad.i have received no package still.but your sms says it is done.keep any system online to inform regarding it. https://t.co/i5ov35RB65,@513716 Sorry about the trouble with the delivery. Please report this to our support team here : https://t.co/vlvfJr4nN9. ^AS,delivery_issue,auto_handle,,delivery_issue,auto_handle,Common low-risk support question suitable for an initial automated response
Thanks amazon. Pay for one day delivery because today is the only day I’ll be in and now I get an email saying I have to wait another day or two. Not going to be here so what do I do now??? @AmazonHelp,@707423 I'm sorry your order has been delayed. We'd like to look into available options with you. Please reach out to us by phone at this link here: https://t.co/JzP7hlA23B ^VS,delivery_date_confusion,auto_handle,,delivery_date_confusion,auto_handle,Common low-risk support question suitable for an initial automated response
@AmazonHelp @366794 That’s not on!! Sort it out for her don’t leave it 48 hours,@366795 Accounts Specialist investigation can take up to 48 hours and they will reach out to you by email for any info they require.^RS,general_feedback,auto_handle,,general_feedback,auto_handle,Common low-risk support question suitable for an initial automated response
.@115821 @AmazonHelp Please provide word counts for your kindle editions of books!,@390133 Thank you! We would love for you to give this feedback to our Kindle team here: https://t.co/hApLpMlfHN Take care! ^DA,digital_content_support,escalate,,digital_content_support,escalate,digital_content_support may require account verification or detailed troubleshooting
"@AmazonHelp order # 206-4012294-5761923, 206-8227967-3333936  I have not had an email with a revised delivery date. Please tell me where my stuff is and when I will receive it!","@306746 We are unable to access your account via Twitter. Hmm, let's try checking here: https://t.co/xPFLPVme9W. Also, we ask that you do not provide personal account information, such as order numbers, as Twitter is a public forum. ^AL",delivery_date_confusion,auto_handle,,delivery_date_confusion,auto_handle,Common low-risk support question suitable for an initial automated response
"@115850 hey Amazon... what's up with order number 403-2212186-759151?
Why are you playing this circus with me? Never expected this!","@172245 My apologies for the order, Abdul. Did you try reaching out to our team here: https://t.co/KUG1KLMMaF ? ^KS 1/2",account_order_privacy,escalate,,account_order_privacy,escalate,Message contains sensitive or account-related keyword: 'order number'
Hallo @AmazonHelp wieso dauert in letzter Zeit Prime Versand trotzdem länger wie 2-3 Tage? Ich warte jetzt seit 4 Tagen auf ein Paket?!,"@306108 Hi, welches Lieferdatum wurde dir denn genannt? Falls dieses überschritten ist, melde dich: https://t.co/zaP5U8s49q Gruß ^TA",prime_membership_billing,escalate,,prime_membership_billing,escalate,Message contains high-risk support phrase: 'prime versand'
@115850 who the hell uses harpic for grooming? check the screenshot please https://t.co/EtaoxjbLw7,"@453859 Apologies for the confusion with the listings, I'll get this reviewed internally for corrections. ^MJ",general_feedback,auto_handle,,general_feedback,auto_handle,Common low-risk support question suitable for an initial automated response
"@AmazonHelp Siempre cumpliendo, chidas ofertas y por si las dudas, ya cheque y no es un ladrillo jajajaja. https://t.co/Ly4bzn7roL","@764944 Hola Eduardo. Estamos felices da saber que ya recibiste tu pedido. 😁😁😁 Cuéntanos, ¿ya lo estrenaste? ^HC https://t.co/ZvfoqBqnJ9",general_feedback,auto_handle,,general_feedback,auto_handle,Common low-risk support question suitable for an initial automated response
@AmazonHelp I cancelled my order with you guys. Truly disappointed.,"@311194 Apologies for the disappointment. Could you please confirm, if you've replied to the correspondence from us? ^SV",refund_cancellation,escalate,,refund_cancellation,escalate,Message contains sensitive or account-related keyword: 'cancel'
"@AmazonHelp, I submitted an application to open an account on Amazon China for a second time for the last 10 ten days and I don't receive a confirmation email.What is the usual time to receive a confirmation email?","@276629 Hi, please get in touch with the Amazon.cn customer service team here: https://t.co/axYDKprLtZ ^ET",technical_device_issue,escalate,,technical_device_issue,escalate,Message contains sensitive or account-related keyword: 'account'
Not sure why I should ever bother buying from @115821 when my preordered Scorpio @115786 One X is delayed until mid December.,@458404 Oh no! I'm so sorry for the delay. Did the email you received provide any insight into why the shipment was pushed back? ^BL,general_feedback,auto_handle,,general_feedback,auto_handle,Common low-risk support question suitable for an initial automated response
"@AmazonHelp hey guys, I've changed my p/w a few times but can't login with the new one. Please help :)","@708894 Hey, Bel! Have you tried the ""forgot your password"" link so you can create a new password to login with? Let us know, we're here!^SK",account_order_privacy,escalate,,account_order_privacy,escalate,account_order_privacy may require account verification or detailed troubleshooting
@AmazonHelp @115850 Sent a gift card but the receiver didn't receive it although money deducted from my account,@418733 That's odd. Please reach out to our support team here: https://t.co/rS49hgaADF and we'll assist you accordingly. ^MO,account_order_privacy,escalate,,account_order_privacy,escalate,Message contains sensitive or account-related keyword: 'account'
"@AmazonHelp Yes, although it is impossible to be delivered on the 2nd at this point which is when I needed the item by",@221889 I'm so sorry about that. Was that the original estimated delivery date? Or has it changed? ^DY,delivery_issue,auto_handle,,delivery_issue,auto_handle,Common low-risk support question suitable for an initial automated response
@115821 your restaurant delivery service failed me 2X in a row. Cancelled food and fake drivers are not a viable business model. #tech #amazon #restaurants #fake,@253814 I'm sorry there's been trouble with your orders! Have you been able to report this to us? If not we're available here: https://t.co/HfdiK8o5f1 ^EP,refund_cancellation,escalate,,refund_cancellation,escalate,Message contains sensitive or account-related keyword: 'cancel'
"@AmazonHelp Thanks but it won't let me initiate the return as it's over4weeks, but the product is faulty.Not sure how I initiate it, as I have no option",@523483 Hi Joanna- Were the headphones faulty on arrival or suddenly stopped working for you? ^NV,product_replacement,escalate,,product_replacement,escalate,product_replacement may require account verification or detailed troubleshooting
"@115830 Won't talk to us cos my mum is the account holder. Going in circles.
Help please.",@312361 Is it possible to get the tablet to your mom so we can troubleshoot with her? ^EM,account_order_privacy,escalate,,account_order_privacy,escalate,Message contains sensitive or account-related keyword: 'account'
"@AmazonHelp Hi, I want to try a sample “Das Reboot” on kindle but the sample only goes as far as the table of contents, can you help?",@371619 My apologies Liam. Unfortunately we're unable to change the length of the previw. ^DC,digital_content_support,escalate,,digital_content_support,escalate,digital_content_support may require account verification or detailed troubleshooting
@120540 Piccolo errore di battitura 😉 https://t.co/9kKJHjKxE4,@816946 Puoi dirci gentilmente dove hai trovato questo errore? Grazie mille in anticipo! ^EA,technical_device_issue,escalate,,technical_device_issue,escalate,technical_device_issue may require account verification or detailed troubleshooting
"Dear @115821, thank you for packing the bath towels I ordered in bubble wrap as it is very distressing to receive broken bath towels.","@405208 We're always looking for ways to improve; if you have a moment, we'd love to document your input: https://t.co/KU5PE7PLPQ ^WM",product_replacement,escalate,,product_replacement,escalate,product_replacement may require account verification or detailed troubleshooting
"Señores de @116928 podrian explicar que ocurrio anoche,despues de que confirmase un pedido de un lote,y hoy me envian lo que le ha interesado y el resto lo hayan cancelado sin comunicacion alguna. Me pueden explicar para que quiero el mando de la ps4, sin la consola?. https://t.co/w60nnbL4ZA","@271100 Hola Jose M. Nos podrías decir, ¿Tu pedido fué vendido y gestionado por Amazon o por un vendedor externo? ^JJ",refund_cancellation,escalate,,refund_cancellation,escalate,Message contains sensitive or account-related keyword: 'cancel'
@AmazonHelp Do u think it's just normal happening???this is real happened with me...do you still think it's not worth to show quality of product,"@119703 Be assured, we've shared your comments with internal teams for review and to improve our services. (2/2) ^SV",technical_device_issue,escalate,,technical_device_issue,escalate,technical_device_issue may require account verification or detailed troubleshooting
"@AmazonHelp Me llegó hoy el Kindle PaperWhite y tiene una franja oscura en la zona inferior, ¿Es un fallo de fábrica o es así? https://t.co/gH2VItqndS","@516731 Hola, Jose. Tu Mensaje Directo fue respondido. Saludos. ^CR",digital_content_support,escalate,,digital_content_support,escalate,digital_content_support may require account verification or detailed troubleshooting
@AmazonHelp still not received the refund...it was not acceptable from Amazon...it's really now very frustrating....plzzz refund it soon,@348859 Kindly share your details here: https://t.co/beaaDm0muc and we'll have this checked. ^GK,refund_cancellation,escalate,Manual review: keyword baseline predicted delivery_issue; primary issue interpreted as refund_cancellation.,delivery_issue,escalate,Message contains sensitive or account-related keyword: 'refund'
@115821 @116090 Do I need to buy a separate Candian prime account to use Prime benefits in Canada?,"@499535 Hi Ariel! You would need to, as Prime benefits don't transfer from site to site. ^WT",prime_membership_billing,escalate,,prime_membership_billing,escalate,Message contains sensitive or account-related keyword: 'account'
@AmazonHelp I'm getting tired of y'all promising to have books delivered the day they cone out for that to literally NEVER happen. https://t.co/4psC0HC1mm,"@510542 Hi, sorry to see that. What delivery date was confirmed in the order confirmation email? ^JJ",delivery_issue,auto_handle,,delivery_issue,auto_handle,Common low-risk support question suitable for an initial automated response
"@120533 Bien le bonjour, dites vous avez des infos sur une réappro pour https://t.co/opNE9Eoxp7
? Merci bien !","@182625 Bonjour, actuellement on ne dispose d'aucune information par rapport au réapprovisionnement de cet article. ^AR",technical_device_issue,escalate,,technical_device_issue,escalate,technical_device_issue may require account verification or detailed troubleshooting
"@AmazonHelp Please send your driver back. It has come up on my tracking that item is undeliverable, which is complete nonsense because im at home",@237623 Oh no! Sorry for the frustration! Reach out to us here: https://t.co/JzP7hlRCV9 so we can get this resolved for you! ^AD,delivery_issue,auto_handle,,delivery_issue,auto_handle,Common low-risk support question suitable for an initial automated response
@AmazonHelp Somewhat concerned that my package had left the Chino facility for going over 30 hours now with no update. (Already late).,@298106 I'm sorry we missed our mark. Who's the carrier? Do you see a new delivery date: https://t.co/Y5jpI9gRhE? ^CO,delivery_issue,auto_handle,,delivery_issue,auto_handle,Common low-risk support question suitable for an initial automated response
@115850 customer care team is the worst customer care team I have dealt with in decades @115821 @115851 wrong information rendered,@148940 We'll reply to the same with an update. ^MP 2/2,general_feedback,auto_handle,,general_feedback,auto_handle,Common low-risk support question suitable for an initial automated response
"@AmazonHelp Yes, but the point is that amazon keeps saying that the deliveries will be made the next day and then last minute informing that the delivery date has changed, despite paying for amazon prime","@736654 Hey, are we missing the estimated delivery dates provided with your order confirmation? Is this happening with a specific carrier ? ^PJ",delivery_date_confusion,auto_handle,,delivery_date_confusion,auto_handle,Common low-risk support question suitable for an initial automated response
@AmazonHelp I need help with my order please my app has shown it’ll be delivered tomorrow all day and has now changed to Wednesday,@516556 (1/2) I'm sorry your delivery date was changed! We can't access your account via Twitter.,delivery_date_confusion,escalate,Manual review: keyword baseline predicted delivery_issue; primary issue interpreted as delivery_date_confusion.,delivery_issue,escalate,Message contains high-risk support phrase: 'changed to wednesday'
"@AmazonHelp I have tried 4 times to return an item , your customer services are appalling, I am now losing patience with this and will involve @20646 if this is not resolved","@265697 Hi Gillis, I am sorry to hear that you've not had a good experience with us. Without going into any personal account information could you tell us more about it please? ^HS",technical_device_issue,escalate,,technical_device_issue,escalate,technical_device_issue may require account verification or detailed troubleshooting
@2925 @45152 why is the skill broken??  Please update @115821,@363609 Thanks for reaching out today. We'd like to help. Will you tell us more about the error you're getting with this skill? ^KB,product_replacement,escalate,,product_replacement,escalate,product_replacement may require account verification or detailed troubleshooting
@AmazonHelp Dont believe u &amp; at checkout said 2 day shipping guarantee by 10/4 but after money taken out delivery dates changed,@164544 I'm sorry for the delay! Who is the carrier on the order and what does the tracking info state: https://t.co/Y5jpI9gRhE ^TG,delivery_date_confusion,auto_handle,,delivery_date_confusion,auto_handle,Common low-risk support question suitable for an initial automated response
@AmazonHelp I said when i emailed them i wanted my money back. I replied with i want my money back.  No response,"@432933 Emma, have you had a chance to look at your options for filing a claim? You can check it out here: https://t.co/7bKHy1YG6l ^FR",refund_cancellation,auto_handle,,refund_cancellation,auto_handle,Common low-risk support question suitable for an initial automated response
"@232617 @AmazonHelp Hi there, I've tried to reschedule it but I'm not sure what else to do. It just says 'technical issue' which is frustrating.","@270744 I'm so sorry to hear this, Jessi! In this case, please contact us by phone or chat so that we can help investigate this closer with you: https://t.co/JzP7hlA23B. Please keep us posted! We want to make sure this is fully resolved for you! ^SD",technical_device_issue,escalate,,technical_device_issue,escalate,technical_device_issue may require account verification or detailed troubleshooting
@AmazonHelp i already submitted all the details and I'm just getting emails reply but not my money.,@418720 Kindly revert to the correspondence received from our team and we'll reach out to you with an update. ^SA,account_order_privacy,escalate,,account_order_privacy,escalate,account_order_privacy may require account verification or detailed troubleshooting
Oh sweet @115821 Prime is fudging its “guaranteed 2-day delivery “ thing again. Grrrr. I needed that shit today like it was promised.,@667342 I’m sorry for the wait! We strive to meet the date shown at checkout and confirmed via e-mail. Have we missed this date on the current order? Please let us know! ^TG,delivery_issue,auto_handle,,delivery_issue,auto_handle,Common low-risk support question suitable for an initial automated response
@AmazonHelp They admit that they cancelled the order by mistake but keep saying they cannot do anything to help and want me to order again. I cannot understand why I should. #Terrible service from #Amazon,"@723871 Apologies for the hassle. As mentioned earlier, canceled orders can't be reinstated. Please reach our support team through the link provided earlier. We will assist you further. ^JS",refund_cancellation,escalate,,refund_cancellation,escalate,Message contains sensitive or account-related keyword: 'cancel'
@AmazonHelp https://t.co/oKP6K1T71j contact us by phone button not working,@202264 You can use this link: https://t.co/xIcdaedBRk ^MH,product_replacement,escalate,,product_replacement,escalate,Message contains sensitive or account-related keyword: 'phone'
"@AmazonHelp The jist is that I was told that because the item was sold thru a marketplace seller, via Amazon, my only option is to get a refund and buy it again at full price. Which im not prepared to do","@130468 Once a sale or promotional offer ends, we're unable to honor the price it once was. Can you please confirm who the manufacturer is for your item? ^ST",refund_cancellation,escalate,,refund_cancellation,escalate,Message contains sensitive or account-related keyword: 'refund'
@AmazonHelp Ya I reached but they we don't provide invoices for recharge,@349573 so that we can get in touch with you. (2/2) ^VM,prime_membership_billing,escalate,,prime_membership_billing,escalate,Message contains sensitive or account-related keyword: 'charge'
"昨日の夜頼んでたやつがもうきた。Amazon仕事早い。
またおれは新しいパンが食えるらしい。 https://t.co/bgQRyy0nsx",@772574 ご利用ありがとうございます😊😊😊 ET,general_feedback,auto_handle,,general_feedback,auto_handle,Common low-risk support question suitable for an initial automated response
Amazon Prime Music  最高なのだが  instrumental 的な歌が入ってないやつを除外するようなオプションを作って欲しい。頼む。,@704593 失礼いたします、Amazonです。Prime Musicをご利用いただき、ありがとうございます🙇　ご要望拝見いたしました。ご要望の検索機能につきましては、今後の改善点として担当部署に申し伝えさせていただきます。 SM,digital_content_support,escalate,Manual review: keyword baseline predicted prime_membership_billing; primary issue interpreted as digital_content_support.,prime_membership_billing,auto_handle,Common low-risk support question suitable for an initial automated response
@AmazonHelp I responded 2 a mail by ur soc media mmbr Gowtham:He has replied to my email!,@149041 Could you please confirm if your issue was addressed? ^SQ,general_feedback,auto_handle,,general_feedback,auto_handle,Common low-risk support question suitable for an initial automated response
annoyed that i can’t gift someone KindleUnlimited in India. Why @115850?,"@124471 We don't currently offer Kindle Unlimited as a gift option in India; however, I did pass your suggestion along to our Kindle business team. More information about Kindle Unlimited is available on our Help pages: https://t.co/7AvhDfM4FO. ^MN",digital_content_support,escalate,,digital_content_support,escalate,digital_content_support may require account verification or detailed troubleshooting
"@AmazonHelp sir your customer care is extremly rude,and Doesn't care About the truth.i can not bear this fraud any way.i want replacement.",@481386 Sorry for the hassle. I'd like to look into the issue and help you out. 1/2 ^RI,product_replacement,escalate,,product_replacement,escalate,product_replacement may require account verification or detailed troubleshooting
"@8078 is the 4k60 pro in stock on the website? My @115830 order has been delayed, it's my 3rd order in a row with them that's been delayed now","@147319 Hi, I am sorry to hear that your order is delayed. Have we provided you with a time frame on when the item will be delivered ? ^CR",technical_device_issue,escalate,,technical_device_issue,escalate,technical_device_issue may require account verification or detailed troubleshooting
@AmazonHelp There is no delivery date. https://t.co/OhsSbgDC1A,"@801084 We usually find that orders are delivered within a few days of the original estimated delivery date in these rare instances. Please continue to track until Thursday and update us! For more info on late deliveries, you can go here: https://t.co/qCMyuDfMsf ^DY",delivery_date_confusion,auto_handle,,delivery_date_confusion,auto_handle,Common low-risk support question suitable for an initial automated response
@116875 con quién puedo ver una duda sobre Amazon Prime Video? 🤔,@373008 Hola M.I.K.Ξ. ¿Cómo podemos ayudarte? ¿Cuál es el inconveniente que tienes? ^JJ,digital_content_support,escalate,,digital_content_support,escalate,digital_content_support may require account verification or detailed troubleshooting
"Hi @AmazonHelp, I am writing bc I got charged twice. I am wondering if you can help me with this situation please? Thank you!","@407855 Hi there. We usually don't charge until the order ships, but you may be seeing an authorization charge. Does your statement (1/2)",prime_membership_billing,escalate,,prime_membership_billing,escalate,Message contains sensitive or account-related keyword: 'charged'
"@AmazonHelp My dear Sir, you are torturing me. I sent these details so many times in past 20 days. Your intelligence and service level are much lower than a road side shop. @135980 @61230 @120697 @120033 @144769 @29568 @136912 @61231 @120319",@183363 Kindly revert to the email sent by the Social Media team. Appreciate your understanding. 2/2 ^EM,account_order_privacy,escalate,,account_order_privacy,escalate,account_order_privacy may require account verification or detailed troubleshooting
@AmazonHelp I’ve checked and they all are for the wrong book.,"@738019 Apologies, Antony. Thank you for bringing this to our attention. We have escalated this to get it looked into. ^CN",general_feedback,auto_handle,,general_feedback,auto_handle,Common low-risk support question suitable for an initial automated response
"On the phone w/ @AmazonHelp @115821 and not getting an acceptable explanation why Prime shipping for an ""in-stock"" item will take 8 days and ""one-day"" shipping takes a week. WTF? https://t.co/zaOTMiVtFL",@216150 Some items do have a longer processing time. What were you trying to place an order for so we can take a closer look? ^JZ,prime_membership_billing,escalate,,prime_membership_billing,escalate,Message contains sensitive or account-related keyword: 'phone'
